Month;Group;Sports;Result type;Bet slip count 1;No. of bets 1;Bet count;Cancelled;Payback;Won;Total stake;Profit;profit-rate;Bonus;Paid out;Theoretic margin
ene-21;Futsal - International - Uefa Futsal Championship Qualification, Group 7;Futsal;Over/Under points in Match;0;0;1;0,00 €;0,00 €;0,00 €;0,46 €;0,46 €;100.00%;0,00 €;0,00 €;0,24 €  /  0,46 €  ( 53.32% )
ene-21;Football - Mauritania - Premier League;Football;Double chance;0;0;4;0,00 €;0,00 €;0,00 €;0,42 €;0,42 €;100.00%;0,00 €;0,00 €;0,12 €  /  0,33 €  ( 35.25% )
ene-21;Football - Mauritania - Premier League;Football;Both teams to score?;2;2;5;0,00 €;0,00 €;16,56 €;15,67 €;-0,88 €;-5.65% ;0,00 €;16,56 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Ligat Al, Women;Football;Correct Score AAMS;1;1;1;0,00 €;0,00 €;0,37 €;0,29 €;-0,07 €;-25.00% ;0,00 €;0,37 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Ligat Al, Women;Football;Handicap;1;1;2;0,00 €;0,00 €;0,49 €;0,17 €;-0,32 €;-185.77% ;0,00 €;0,49 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Ligat Al, Women;Football;Who scores next ?;2;2;4;0,00 €;0,00 €;0,32 €;0,81 €;0,49 €;60.90%;0,00 €;0,32 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Ligat Al, Women;Football;Over/Under rest of the game;2;2;4;0,00 €;0,00 €;66,06 €;52,42 €;-13,64 €;-26.03% ;0,00 €;66,06 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Ligat Al, Women;Football;More/less rest of half;3;3;4;0,00 €;0,00 €;680,00 €;609,00 €;-71,00 €;-11.66% ;0,00 €;680,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Ligat Al, Women;Football;Over/Under goals in match;2;2;5;0,00 €;0,00 €;7,13 €;9,03 €;1,90 €;21.08%;0,00 €;7,13 €;0,82 €  /  2,41 €  ( 34.21% )
ene-21;Football - Israel - Ligat Al, Women;Football;Halftime - Over/Under Bet;2;2;2;0,00 €;0,00 €;13,39 €;11,29 €;-2,10 €;-18.57% ;0,00 €;13,39 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Ligat Al, Women;Football;Who wins the half?;2;2;3;0,00 €;0,00 €;3,49 €;9,69 €;6,20 €;63.94%;0,00 €;3,49 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Ligat Al, Women;Football;Remaining time 3-way;0;0;1;0,00 €;0,00 €;0,00 €;0,04 €;0,04 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Ice Hockey - Russia - MHL;Ice Hockey;Over/Under per team;8;8;9;0,00 €;0,00 €;359,44 €;180,27 €;-179,18 €;-99.39% ;0,00 €;359,44 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - United Arab Emirates - U19 League;Football;Draw no bet;0;0;1;0,00 €;0,00 €;0,00 €;0,01 €;0,01 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - United Arab Emirates - U19 League;Football;More/less rest of half;1;1;1;0,00 €;0,00 €;0,00 €;11,42 €;11,42 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Bahrain - 2nd Division;Football;Even/Odd?;1;1;1;0,00 €;0,00 €;25,12 €;11,42 €;-13,70 €;-120.00% ;0,00 €;25,12 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Egypt - 2nd Division;Football;3-Way;3;3;18;0,00 €;0,00 €;4,02 €;3,70 €;-0,32 €;-8.56% ;0,04 €;4,06 €;0,18 €  /  1,35 €  ( 13.42% )
ene-21;Football - Egypt - 2nd Division;Football;Remaining time 3-way;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Uruguay - Primera Division;Football;Highest scoring half?;1;1;1;0,00 €;0,00 €;2,97 €;2,28 €;-0,69 €;-30.00% ;0,00 €;2,97 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Egypt - 2nd Division;Football;3-Way;15;15;65;0,00 €;0,00 €;81,50 €;68,18 €;-13,32 €;-19.54% ;0,20 €;81,69 €;0,24 €  /  1,40 €  ( 17.00% )
ene-21;Ice Hockey - Kazakhstan - Cup;Ice Hockey;Over/Under points in Match;3;3;3;0,00 €;0,00 €;19,19 €;38,83 €;19,64 €;50.59%;0,00 €;19,19 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Kazakhstan - National League;Volleyball;Number of points in set;5;5;6;0,00 €;0,00 €;68,74 €;74,24 €;5,50 €;7.41%;0,00 €;68,74 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Russia - Youth League, Women;Volleyball;2-Way;0;0;1;0,00 €;0,00 €;0,00 €;0,04 €;0,04 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Rugby - Rugby Union - France Pro D2;Rugby;Over/Under points in Match;4;4;5;0,00 €;0,00 €;298,52 €;160,66 €;-137,86 €;-85.81% ;0,00 €;298,52 €;0,02 €  /  0,03 €  ( 68.48% )
ene-21;Football - Spain - Segunda Division Femenina, Group V;Football;Double chance;0;0;1;0,00 €;0,00 €;0,00 €;0,04 €;0,04 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,04 €  ( 33.34% )
ene-21;Football - Spain - Segunda Division Femenina, Group V;Football;More/less rest of half;1;1;1;0,00 €;0,00 €;11,84 €;10,96 €;-0,88 €;-8.00% ;0,00 €;11,84 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Spain - Segunda Division Femenina, Group V;Football;Over/Under goals in match;1;1;1;0,00 €;0,00 €;8,02 €;6,17 €;-1,85 €;-30.00% ;0,00 €;8,02 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Spain - Segunda Division Femenina, Group V;Football;Who wins the half?;1;1;1;0,00 €;0,00 €;0,00 €;1,14 €;1,14 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Spain - Segunda Division Femenina, Group V;Football;3-Way;7;7;16;0,00 €;0,00 €;13,98 €;16,79 €;2,82 €;16.77%;0,00 €;13,98 €;0,06 €  /  0,60 €  ( 9.34% )
ene-21;Football - Spain - Segunda Division Femenina, Group V;Football;Remaining time 3-way;0;0;2;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Chile - Primera B, Playoffs;Football;Over/Under goals in match;8;8;33;0,00 €;0,00 €;8,68 €;44,39 €;35,72 €;80.46%;0,00 €;8,68 €;5,32 €  /  18,81 €  ( 28.29% )
ene-21;Football - Chile - Primera B, Playoffs;Football;3-Way;37;39;118;0,00 €;0,00 €;134,05 €;97,06 €;-36,99 €;-38.11% ;0,61 €;134,66 €;3,19 €  /  41,42 €  ( 7.71% )
ene-21;Basketball - International - United Youth League;Basketball;Handicap;7;7;8;0,00 €;0,00 €;147,41 €;134,13 €;-13,28 €;-9.90% ;0,00 €;147,41 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - United Youth League;Basketball;Handicap Quarter;9;9;9;0,00 €;0,00 €;0,00 €;218,62 €;218,62 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - United Youth League;Basketball;Quarter Winner;8;8;8;0,00 €;0,00 €;43,78 €;61,76 €;17,99 €;29.12%;0,00 €;43,78 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - United Youth League;Basketball;Match Winner;15;15;25;0,00 €;0,00 €;55,20 €;173,12 €;117,92 €;68.11%;0,00 €;55,20 €;1,88 €  /  8,88 €  ( 21.19% )
ene-21;Football - Brazil - Copa Verde;Football;Handicap;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,05 €  ( 52.60% )
ene-21;Football - Argentina - Torneo Federal A;Football;Correct Score AAMS;1;1;1;0,00 €;0,00 €;0,00 €;0,23 €;0,23 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Egypt - Premier League;Football;More/less rest of half;9;9;13;0,00 €;0,00 €;66,43 €;28,80 €;-37,62 €;-130.63% ;0,00 €;66,43 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Egypt - Premier League;Football;Halftime - Over/Under Bet;3;3;5;0,00 €;0,00 €;2,07 €;2,71 €;0,64 €;23.49%;0,00 €;2,07 €;0,01 €  /  0,02 €  ( 35.09% )
ene-21;Football - Vietnam - U19 V-League;Football;Over/Under rest of the game;7;8;9;0,00 €;0,00 €;23,57 €;34,75 €;11,18 €;32.17%;0,00 €;23,57 €;0,14 €  /  1,40 €  ( 10.29% )
ene-21;Football - Vietnam - U19 V-League;Football;Both teams to score in the X half?;0;2;1;0,00 €;0,00 €;0,52 €;0,34 €;-0,18 €;-52.78% ;0,00 €;0,52 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Vietnam - U19 V-League;Football;Who wins the half?;3;3;3;0,00 €;0,00 €;9,93 €;13,28 €;3,36 €;25.26%;0,00 €;9,93 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Ukraine - FBU Superleague;Basketball;Handicap;6;6;6;0,00 €;100,00 €;28,36 €;156,44 €;28,07 €;49.74%;0,00 €;128,36 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Ukraine - FBU Superleague;Basketball;Handicap Quarter;2;2;2;0,00 €;0,00 €;4,66 €;25,23 €;20,57 €;81.53%;0,00 €;4,66 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Ukraine - FBU Superleague;Basketball;Over/Under points in Quarter;16;16;17;0,00 €;10,01 €;246,74 €;247,59 €;-9,16 €;-3.85% ;0,00 €;256,75 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Ukraine - FBU Superleague;Basketball;Over/under points in halftime for team;1;1;1;0,00 €;0,00 €;0,00 €;2,28 €;2,28 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. B;Basketball;Handicap;7;7;7;0,00 €;0,00 €;147,24 €;162,02 €;14,78 €;9.12%;0,00 €;147,24 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. B;Basketball;Over/Under points in Match;17;17;19;0,00 €;0,00 €;239,76 €;217,73 €;-22,03 €;-10.12% ;0,00 €;239,76 €;0,08 €  /  0,30 €  ( 27.33% )
ene-21;Basketball - International - Europe Cup, Gr. B;Basketball;Over/under points in quarter for team;3;3;3;0,00 €;0,00 €;21,36 €;68,68 €;47,32 €;68.90%;0,00 €;21,36 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. D;Basketball;Handicap;7;7;7;0,00 €;0,00 €;0,00 €;273,95 €;273,95 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. D;Basketball;Over/Under points at Half-time;3;3;3;0,00 €;0,00 €;188,89 €;80,85 €;-108,03 €;-133.62% ;0,00 €;188,89 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. D;Basketball;Over/Under points in Match;16;16;19;0,00 €;0,43 €;300,72 €;243,24 €;-57,91 €;-23.85% ;0,00 €;301,15 €;0,01 €  /  0,02 €  ( 62.56% )
ene-21;Basketball - International - Europe Cup, Gr. D;Basketball;Handicap Quarter;2;2;2;0,00 €;0,00 €;36,14 €;58,03 €;21,89 €;37.72%;0,00 €;36,14 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. D;Basketball;Over/Under points in Quarter;8;8;8;0,00 €;9,94 €;217,10 €;129,35 €;-97,69 €;-81.81% ;0,00 €;227,03 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Europe Cup, Gr. D;Basketball;Match Winner;7;7;15;0,00 €;0,00 €;87,91 €;88,72 €;0,81 €;0.91%;0,00 €;87,91 €;2,49 €  /  23,65 €  ( 10.53% )
ene-21;Basketball - International - Europe Cup, Gr. D;Basketball;Over/under points in halftime for team;1;1;1;0,00 €;0,00 €;38,81 €;34,72 €;-4,09 €;-11.79% ;0,00 €;38,81 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Taiwan - Sbl;Basketball;Handicap;5;5;5;23,94 €;0,00 €;161,05 €;99,88 €;-61,17 €;-61.24% ;0,00 €;161,05 €;-7,39 €  /  41,57 €  ( -17.79% )
ene-21;Basketball - Taiwan - Sbl;Basketball;Handicap Quarter;1;1;1;0,00 €;0,00 €;0,00 €;22,15 €;22,15 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Taiwan - Sbl;Basketball;Over/Under points in Quarter;10;10;10;0,00 €;0,00 €;81,73 €;210,32 €;128,59 €;61.14%;0,00 €;81,73 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Taiwan - Sbl;Basketball;Over/under points in quarter for team;1;1;1;0,00 €;0,00 €;37,69 €;22,84 €;-14,85 €;-65.00% ;0,00 €;37,69 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Taiwan - Sbl;Basketball;Quarter Winner;3;3;3;0,00 €;0,00 €;0,00 €;46,87 €;46,87 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Taiwan - Sbl;Basketball;Over/Under per team;1;1;1;0,00 €;0,00 €;0,00 €;34,72 €;34,72 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Goiano, 1 Divisao;Football;Handicap;1;2;5;0,00 €;0,00 €;0,00 €;56,02 €;56,02 €;100.00%;0,00 €;0,00 €;-0,45 €  /  56,02 €  ( -0.80% )
ene-21;Football - Brazil - Goiano, 1 Divisao;Football;Who scores next ?;2;2;6;0,00 €;0,00 €;3,88 €;9,60 €;5,72 €;59.60%;0,00 €;3,88 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Goiano, 1 Divisao;Football;More/less rest of half;25;25;25;0,00 €;11,88 €;1.334,23 €;745,52 €;-600,59 €;-81.86% ;0,00 €;1.346,11 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Goiano, 1 Divisao;Football;Over/Under goals in match;13;13;71;0,00 €;0,00 €;169,22 €;55,77 €;-113,45 €;-203.41% ;4,71 €;173,93 €;5,72 €  /  19,36 €  ( 29.57% )
ene-21;Football - Brazil - Goiano, 1 Divisao;Football;Both teams to score?;3;3;16;0,00 €;0,00 €;0,00 €;8,40 €;8,40 €;100.00%;0,00 €;0,00 €;1,18 €  /  2,69 €  ( 43.82% )
ene-21;Football - Brazil - Goiano, 1 Divisao;Football;Match Result & Both teams to score;1;1;3;0,00 €;0,00 €;0,00 €;0,23 €;0,23 €;100.00%;0,00 €;0,00 €;0,11 €  /  0,23 €  ( 47.50% )
ene-21;Football - Brazil - Goiano, 1 Divisao;Football;Halftime - Over/Under Bet;7;7;7;0,00 €;0,00 €;438,52 €;199,16 €;-239,36 €;-120.18% ;0,00 €;438,52 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Goiano, 1 Divisao;Football;Who wins the rest of the 1st half?;2;2;2;0,00 €;14,34 €;0,00 €;14,34 €;0,00 €;0.00%;0,00 €;14,34 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Kosovo - Superliga;Basketball;Over/Under points in Match;17;17;20;0,00 €;0,00 €;234,09 €;282,31 €;48,22 €;17.08%;0,00 €;234,09 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Kosovo - Superliga;Basketball;Over/Under points in Quarter;3;3;3;0,00 €;0,00 €;77,88 €;67,68 €;-10,20 €;-15.07% ;0,00 €;77,88 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Kosovo - Superliga;Basketball;Match Winner;0;0;3;0,00 €;0,00 €;0,00 €;0,19 €;0,19 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Campionato Primavera 1;Football;Double chance;7;7;24;0,00 €;0,00 €;18,77 €;107,46 €;88,70 €;82.54%;0,06 €;18,83 €;4,27 €  /  21,04 €  ( 20.31% )
ene-21;Football - Italy - Campionato Primavera 1;Football;Handicap;1;1;2;0,00 €;0,00 €;8,02 €;11,46 €;3,44 €;30.01%;0,00 €;8,02 €;0,02 €  /  0,04 €  ( 50.31% )
ene-21;Football - Italy - Campionato Primavera 1;Football;Who scores next ?;2;2;5;0,00 €;0,00 €;8,54 €;26,90 €;18,36 €;68.24%;0,00 €;8,54 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Campionato Primavera 1;Football;Next goal of half;1;1;1;0,00 €;0,00 €;24,55 €;11,42 €;-13,13 €;-115.00% ;0,00 €;24,55 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Campionato Primavera 1;Football;Halftime - Over/Under Bet;1;1;1;0,00 €;0,00 €;0,00 €;16,98 €;16,98 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Campionato Primavera 1;Football;Remaining time 3-way;4;5;11;0,00 €;0,00 €;0,18 €;1,98 €;1,80 €;90.78%;0,00 €;0,18 €;0,03 €  /  0,19 €  ( 13.24% )
ene-21;Basketball - Kyrgyzstan - TOP League;Basketball;Handicap;12;12;12;0,00 €;0,00 €;302,67 €;183,40 €;-119,27 €;-65.03% ;0,00 €;302,67 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Kyrgyzstan - TOP League;Basketball;Over/Under points in Match;4;4;4;0,00 €;0,00 €;3,22 €;13,48 €;10,26 €;76.10%;0,00 €;3,22 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Nicaragua - Primera Division;Football;Double chance;0;0;3;0,00 €;0,00 €;0,00 €;0,09 €;0,09 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,09 €  ( 22.35% )
ene-21;Football - Nicaragua - Primera Division;Football;Who scores next ?;2;2;5;0,00 €;0,00 €;0,00 €;1,18 €;1,18 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Nicaragua - Primera Division;Football;Next goal of half;1;1;1;0,00 €;0,00 €;0,00 €;4,57 €;4,57 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Nicaragua - Primera Division;Football;Over/Under rest of the game;0;0;1;0,00 €;0,00 €;0,00 €;0,08 €;0,08 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Nicaragua - Primera Division;Football;Over/Under goals in match;2;2;3;0,00 €;0,00 €;90,34 €;50,90 €;-39,44 €;-77.50% ;0,00 €;90,34 €;0,31 €  /  2,28 €  ( 13.37% )
ene-21;Football - Nicaragua - Primera Division;Football;Halftime - Over/Under Bet;2;2;2;0,00 €;0,00 €;36,32 €;14,05 €;-22,26 €;-158.45% ;0,00 €;36,32 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Nicaragua - Primera Division;Football;Who wins the half?;3;3;4;0,00 €;0,00 €;10,69 €;5,77 €;-4,92 €;-85.28% ;0,00 €;10,69 €;0,00 €  /  0,03 €  ( 17.68% )
ene-21;Football - Nicaragua - Primera Division;Football;3-Way;10;10;19;0,00 €;0,00 €;5,30 €;27,22 €;21,92 €;80.53%;0,00 €;5,30 €;0,01 €  /  0,13 €  ( 9.82% )
ene-21;Football - Nicaragua - Primera Division;Football;Remaining time 3-way;2;2;8;0,00 €;0,00 €;5,84 €;5,14 €;-0,70 €;-13.58% ;0,00 €;5,84 €;0,00 €  /  0,01 €  ( 33.86% )
ene-21;Football - Portugal - U23 Championship, Championship Round;Football;Handicap;1;3;4;0,00 €;0,00 €;33,38 €;19,51 €;-13,87 €;-71.06% ;0,00 €;33,38 €;0,04 €  /  0,46 €  ( 8.18% )
ene-21;Football - Portugal - U23 Championship, Championship Round;Football;Over/Under rest of the game;10;10;19;0,00 €;0,00 €;221,31 €;222,93 €;1,62 €;0.73%;0,03 €;221,34 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Nicaragua - U20 Liga Primera Juvenil;Football;Does Team X score at least one goal?;1;1;1;0,00 €;0,00 €;6,19 €;4,27 €;-1,92 €;-45.00% ;0,00 €;6,19 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;League of Legends - Riot LoL - LCS Academy;e-Sports;Match Winner;0;0;2;0,00 €;0,00 €;0,00 €;0,02 €;0,02 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 77.49% )
ene-21;Football - Gambia - Division 2;Football;More/less rest of half;0;0;1;0,00 €;0,00 €;0,00 €;0,23 €;0,23 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Handball - International - SEHA League, Group B;Handball;3-Way;0;0;1;0,00 €;0,00 €;0,11 €;0,08 €;-0,03 €;-45.31% ;0,00 €;0,11 €;0,01 €  /  0,08 €  ( 11.25% )
ene-21;Table Tennis - Russia - Russia Masters League A;Table tennis;Who will win the set ?;3;3;3;0,00 €;0,00 €;230,12 €;104,09 €;-126,03 €;-121.08% ;0,00 €;230,12 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Table Tennis - Russia - Russia Masters League A;Table tennis;Match Winner;1;1;1;0,00 €;0,00 €;1,14 €;0,46 €;-0,69 €;-150.00% ;0,00 €;1,14 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Tunisia - National A League;Basketball;Handicap;2;2;2;0,00 €;0,00 €;70,80 €;45,68 €;-25,12 €;-55.00% ;0,00 €;70,80 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Tunisia - National A League;Basketball;Over/Under points in Match;10;10;11;0,00 €;0,00 €;240,00 €;158,62 €;-81,38 €;-51.30% ;0,00 €;240,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Tunisia - National A League;Basketball;Quarter Winner;3;3;3;0,00 €;0,00 €;0,00 €;22,21 €;22,21 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Tunisia - National A League;Basketball;Over/Under per team;3;3;3;0,00 €;0,00 €;43,40 €;68,52 €;25,12 €;36.67%;0,00 €;43,40 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Balkan League;Basketball;Over/Under points in Match;2;2;2;0,00 €;0,00 €;4,03 €;2,65 €;-1,38 €;-52.16% ;0,00 €;4,03 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - International - Balkan League;Basketball;Match Winner;2;2;4;0,00 €;0,00 €;0,73 €;24,09 €;23,36 €;96.98%;0,00 €;0,73 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Italy - Serie A2, Girone Verde;Basketball;Over/under points in quarter for team;8;8;8;0,00 €;0,00 €;287,41 €;175,04 €;-112,37 €;-64.20% ;0,00 €;287,41 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Tennis - Challenger - Quimper, France;Tennis;More/less games in match;4;4;4;0,00 €;0,00 €;25,68 €;55,39 €;29,71 €;53.64%;0,00 €;25,68 €;0,00 €  /  0,00 €  ( 0.00% )
